narration_id,narration,verb_class,noun_classes,verb,nouns
P03_111_8,put down saucepan and lid,1,"[5, 6]",put-down,"['saucepan', 'lid']"
P03_112_0,turn down cooker,65,[46],turn-down,['cooker']
P03_112_101,place lid on saucepan,1,"[6, 5]",place-on,"['lid', 'saucepan']"
P03_112_105,open cheese,3,[32],open,['cheese']
P03_112_106,take cheese out of packet,12,"[32, 26]",take-out,"['cheese', 'packet']"
P03_112_107,grate cheese into bowl,77,"[32, 7]",grate-into,"['cheese', 'bowl']"
P03_112_108,tap cheese against grater,32,"[32, 96]",tap,"['cheese', 'grater']"
P03_112_109,place grater onto plate,1,"[96, 2]",place-onto,"['grater', 'plate']"
P03_112_110,pick up cheese bag,0,[19],pick-up,['bag:cheese']
P03_112_111,place cheese into bag,5,"[32, 19]",place-into,"['cheese', 'bag']"
P03_112_112,close cheese bag,4,[19],close,['bag:cheese']
P03_112_113,push air out of cheese bag,21,"[238, 19]",push-out,"['air', 'bag:cheese']"
P03_112_115,place cheese into fridge,5,"[32, 12]",place-into,"['cheese', 'fridge']"
P03_112_121,open lid of saucepan,3,[6],open,['lid:saucepan']
P03_112_123,open freezer drawer,3,[8],open,['drawer:freezer']
P03_112_124,pick up sweetcorn bag,0,[19],pick-up,['bag:sweetcorn']
P03_112_134,tap spoon against lid,32,"[1, 6]",tap,"['spoon', 'lid']"
P03_112_138,turn on hot water,6,[27],turn-on,['water:hot']
P03_112_144,sweep floor of kitchen,57,[159],sweep,['floor:kitchen']
P03_112_145,move clothes horse,11,[285],move,['horse:clothes']
P03_112_146,pick up springform tin bottom,0,[35],pick-up,['bottom:springform:tin']
P03_112_147,place springform tin bottom on side,1,"[35, 42]",place-on,"['bottom:springform:tin', 'side']"
P03_112_150,sweep floor,57,[159],sweep,['floor']
P03_112_151,grab dust,0,[54],grab,['dust']
P03_112_152,drop dust,59,[54],drop,['dust']
P03_112_154,tap brush,32,[103],tap,['brush']
P03_112_156,put brush,1,[103],put,['brush']
P03_112_157,pick up dustpan and brush,0,"[232, 103]",pick-up,"['dustpan', 'brush']"
P03_112_158,sweep dirt into dustpan,57,"[54, 232]",sweep-into,"['dirt', 'dustpan']"
P03_112_159,empty dustpan into bin,20,"[232, 36]",empty,"['dustpan', 'bin']"
P03_112_160,sweep dust into dustpan,57,"[54, 232]",sweep-into,"['dust', 'dustpan']"
P03_112_162,throw dustpan onto floor,13,"[232, 159]",throw-onto,"['dustpan', 'floor']"
P03_112_17,grab rice container,0,[21],grab,['container:rice']
P03_112_170,turn saucepan,23,[5],turn,['saucepan']
P03_112_18,open rice container,3,[21],open,['container:rice']
P03_112_19,pick up rice container,0,[21],pick-up,['container:rice']
P03_112_21,place rice container,1,[21],place,['container:rice']
P03_112_23,scoop out rice from cup,16,"[55, 13]",scoop-out,"['rice', 'cup']"
P03_112_25,close rice container,4,[21],close,['container:rice']
P03_112_32,pick up rice,0,[55],pick-up,['rice']
P03_112_34,place scissors,1,[79],place,['scissors']
P03_112_35,peel off sticker,19,[222],peel-off,['sticker']
P03_112_37,cut top of rice bag,7,[19],cut,['top:rice:bag']
P03_112_42,throw rice bag into bin,13,"[19, 36]",throw-into,"['bag:rice', 'bin']"
P03_112_43,lock container,86,[21],lock,['container']
P03_112_50,place saucepan lid,1,[6],place,['lid:saucepan']
P03_112_54,place sieve in cupboard,1,[3],place,['cupboard']
P03_112_58,place plates,1,[2],place,['plate']
P03_112_62,place measuring jug,1,[66],place,['jug:measuring']
P03_112_64,place cheese grater,1,[96],place,['grater:cheese']
P03_112_8,place kettle,1,[44],place,['kettle']
P03_112_84,place ladle in drawer,5,"[97, 8]",place-in,"['ladle', 'drawer']"
P03_112_86,place can opener,1,[61],place,['can']
P03_112_89,place knife on hanger,1,"[4, 285]",place-on,"['knife', 'hanger']"
P03_112_90,place fork,1,[14],place,['fork']
P03_112_99,place kettle on stand,1,"[44, 249]",place-on,"['kettle', 'stand']"
P03_113_1,lift up pan,33,[5],lift-up,['pan']
P03_113_10,move bowl of cheese,11,[7],move,['bowl:cheese']
P03_113_11,put down plates,1,[2],put-down,['plate']
P03_113_13,take off lid,12,[6],take-off,['lid']
P03_113_16,spoon rice onto plate,16,"[55, 2]",spoon,"['rice', 'plate']"
P03_113_17,scrape rice from bottom of pan,25,"[55, 5]",scrape-from,"['rice', 'bottom:pan']"
P03_113_29,take lid off saucepan,12,"[6, 5]",take-off,"['lid', 'saucepan']"
P03_113_35,spoon chilli onto plate,16,"[69, 2]",spoon-onto,"['chilli', 'plate']"
P03_113_37,scrape chilli,25,[69],scrape,['chilli']
P03_113_45,put washing up liquid back,1,[22],put,['liquid:washing:up']
P03_113_48,rinse off spoon,2,[1],rinse-off,['spoon']
P03_113_53,pick up bowl of cheese,0,[7],pick-up,['bowl:cheese']
P03_113_54,sprinkle cheese onto plate,42,"[32, 2]",sprinkle-onto,"['cheese', 'plate']"
P03_113_56,pour remaining cheese onto plate,9,"[32, 2]",pour-onto,"['cheese:remaining', 'plate']"
P03_113_57,put down bowl of cheese,1,[7],put-down,['bowl:cheese']
P03_113_60,pick up forks,0,[14],pick-up,['fork']
P03_113_9,take plates from cupboard,0,"[2, 3]",take-from,"['plate', 'cupboard']"
P03_114_12,take ice cream from box,0,"[143, 23]",take-from,"['cream:ice', 'box']"
P03_114_13,take remaining ice cream from box,0,"[143, 23]",take-from,"['cream:remaining:ice', 'box']"
P03_114_14,put box on side,1,"[23, 42]",put-on,"['box', 'side']"
P03_114_15,pick up ice cream,0,[143],pick-up,['cream:ice']
P03_114_16,pick up bowl of raspberries,0,[7],pick-up,['bowl:raspberry']
P03_114_4,take bowl of raspberries,0,[7],take,['bowl:raspberry']
P03_114_6,put down bowl of raspberries,1,[7],put-down,['bowl:raspberry']
P03_114_9,take ice cream box out of freezer drawer,12,"[23, 8]",take-out,"['box:ice:cream', 'drawer:freezer']"
P03_116_0,turn on light switch,6,[92],turn-on,['switch:light']
P03_116_11,pour water from bottle,9,"[27, 15]",pour-from,"['water', 'bottle']"
P03_116_13,fill water bottle,26,[15],fill,['bottle:water']
P03_116_15,close water bottle,4,[15],close,['bottle:water']
P03_116_18,put water bottle in fridge,5,"[15, 12]",put-in,"['bottle:water', 'fridge']"
P03_116_23,close bottle of squash,4,[15],close,['bottle:squash']
P03_116_30,drink squash,60,[116],drink,['squash']
P03_116_6,screw lid on bottle,4,"[6, 15]",screw-on,"['lid', 'bottle']"
P03_117_104,put lid on drying rack,1,"[6, 110]",put-on,"['lid', 'rack:drying']"
P03_117_106,take rice out of cup,12,"[55, 13]",take-out,"['rice', 'cup']"
P03_117_108,fill cup,26,[13],fill,['cup']
P03_117_109,pour out cup,9,[13],pour-out,['cup']
P03_117_11,fill up bowl,26,[7],fill-up,['bowl']
P03_117_117,take bit of cheese off sponge,12,"[32, 9]",take-off,"['bit:cheese', 'sponge']"
P03_117_12,pour out bowl,9,[7],pour-out,['bowl']
P03_117_143,put sponge back on side,1,"[9, 42]",put-on,"['sponge', 'side']"
P03_117_145,empty washing up bowl,20,[7],empty,['bowl:washing:up']
P03_117_149,scrape food off of bottom of sink,25,"[34, 63]",scrape-off,"['food', 'bottom:sink']"
P03_117_152,wash hand,2,[11],wash,['hand']
P03_117_155,rinse bottom of washing up bowl,2,[7],rinse,['bowl:washing:up']
P03_117_156,put washing up bowl down on counter,1,"[7, 42]",put,"['bowl:washing:up', 'counter']"
P03_117_158,wash bottom of sink with sponge,2,"[63, 9]",wash-with,"['bottom:sink', 'sponge']"
P03_117_161,brush bottom of sink,57,[63],brush,['bottom:sink']
P03_117_163,put washing up brush back on side,1,"[103, 42]",put,"['brush:washing:up', 'side']"
P03_117_164,pick up food off of drain,0,"[34, 63]",pick-up,"['food', 'drain']"
P03_117_167,take food from drain,0,"[34, 63]",take-from,"['food', 'drain']"
P03_117_169,rinse out sink strainer,2,[39],rinse-out,['strainer:sink']
P03_117_184,put washing up bowl in sink,1,"[7, 63]",put,"['bowl:washing:up', 'sink']"
P03_117_19,pour contents of tupperware down sink,9,"[23, 63]",pour,"['content:tupperware', 'sink']"
P03_117_198,put tupperware down on side,1,"[23, 42]",put-down,"['tupperware', 'side']"
P03_117_20,soak tupperware,56,[23],soak,['tupperware']
P03_117_202,take slices of bread out of its packaging,12,"[33, 26]",take-out,"['slice:bread', 'packaging:it']"
P03_117_203,put bread on plate,1,"[33, 2]",put-on,"['bread', 'plate']"
P03_117_205,close bread,4,[33],close,['bread']
P03_117_209,take strawberries from fridge,0,"[243, 12]",take-from,"['strawberry', 'fridge']"
P03_117_210,put strawberries in fridge,5,"[243, 12]",put-in,"['strawberry', 'fridge']"
P03_117_213,move piece of bread,11,[33],move,['piece:bread']
P03_117_216,peel film off butter,19,"[100, 78]",peel-off,"['film', 'butter']"
P03_117_22,fill tupperware with water,26,"[23, 27]",fill-with,"['tupperware', 'water']"
P03_117_226,put film on butter,1,"[100, 78]",put-on,"['film', 'butter']"
P03_117_23,pour out tupperware,9,[23],pour-out,['tupperware']
P03_117_232,take cheese out of its packet,12,"[32, 26]",take-out,"['cheese', 'packet:it']"
P03_117_237,move cheese slice to bread,11,"[32, 33]",move-to,"['slice:cheese', 'bread']"
P03_117_241,move cheese slice from knife to bread,11,"[32, 4, 33]",move-from,"['slice:cheese', 'knife', 'bread']"
P03_117_243,slice sandwich into two,7,[164],slice,['sandwich']
P03_117_246,put cheese in packet,5,"[32, 26]",put-in,"['cheese', 'packet']"
P03_117_247,close cheese packet,4,[26],close,['packet:cheese']
P03_117_248,squeeze air out of cheese packet,18,"[238, 26]",squeeze-out,"['air', 'packet:cheese']"
P03_117_249,close last bit of cheese packet,4,[26],close,['bit:cheese:packet']
P03_117_25,put tupperware on drying rack,1,"[23, 110]",put-on,"['tupperware', 'rack:drying']"
P03_117_254,put butter and cheese in fridge,5,"[78, 32, 12]",put-in,"['butter', 'cheese', 'fridge']"
P03_117_28,put bowl on drying rack,1,"[7, 110]",put-on,"['bowl', 'rack:drying']"
P03_117_29,pick up bottom of spring form tin,0,[35],pick-up,['tin:spring:form']
P03_117_30,wash bottom of spring form cake tin,2,"[35, 35]",wash,"['bottom:spring:form', 'tin:cake']"
P03_117_31,put bottom of spring form cake tin on drying rack,1,"[35, 35, 110]",put-on,"['bottom:spring:form', 'tin:cake', 'rack:drying']"
P03_117_33,soak cheese grater,56,[96],soak,['grater:cheese']
P03_117_47,empty out saucepan down sink,20,"[5, 63]",empty-out,"['saucepan', 'sink']"
P03_117_5,put washing up liquid in washing up bowl,1,"[22, 7]",put,"['liquid:washing:up', 'bowl:washing:up']"
P03_117_51,empty saucepan down sink,20,"[5, 63]",empty,"['saucepan', 'sink']"
P03_117_6,put washing up liquid back on side,1,[42],put,['side']
P03_117_61,put cheese grater on drying rack,1,"[96, 110]",put-on,"['grater:cheese', 'rack:drying']"
P03_118_0,take lid off tupperware,12,"[6, 23]",take-off,"['lid', 'tupperware']"
P03_118_10,pick up crumb,0,[54],pick-up,['crumb']
P03_118_11,put crumb on plate,1,[2],put-on,['plate']
P03_118_13,take bag of crisps from cupboard,0,[19],take-from,['bag:crisp']
P03_118_18,take box of breadsticks from cupboard,0,"[23, 3]",take,"['box:breadstick', 'cupboard']"
P03_118_19,put down box of breadsticks,1,[23],put-down,['box:breadstick']
P03_118_20,take box of breadsticks,0,[23],take,['box:breadstick']
P03_118_21,take breadsticks out of box,12,"[226, 23]",take-out,"['breadstick', 'box']"
P03_118_22,put down breadsticks,1,[226],put-down,['breadstick']
P03_118_23,put cardboard on side,1,"[26, 42]",put-on,"['cardboard', 'side']"
P03_118_25,open box of breadsticks,3,[23],open,['box:breadstick']
P03_118_27,pull out bag of breadsticks,31,[19],pull-out,['bag:breadstick']
P03_118_28,open bag of breadsticks,3,[19],open,['bag:breadstick']
P03_118_29,take breadsticks from bag,0,"[226, 19]",take-from,"['breadstick', 'bag']"
P03_118_30,put breadsticks on plate,1,"[226, 2]",put-on,"['breadstick', 'plate']"
P03_118_33,take breadstick from bag,0,[19],take-from,['bag']
P03_118_34,put breadstick on plate,1,[2],put-on,['plate']
P03_118_36,put bread stick on plate,1,"[226, 2]",put-on,"['stick:bread', 'plate']"
P03_118_38,close box of breadsticks,4,[23],close,['box:breadstick']
P03_118_39,pick up box of breadsticks,0,[23],pick-up,['box:breadstick']
P03_118_4,pull out bin,31,[36],pull-out,['bin']
P03_118_40,put box of breadsticks in cupboard,1,"[23, 3]",put,"['box:breadstick', 'cupboard']"
P03_118_41,pick up bag of breadsticks,0,[19],pick-up,['bag:breadstick']
P03_118_44,pick up all breadsticks,0,[226],pick-up,['breadstick']
P03_118_45,snap breadsticks in half,64,[226],snap-in,['breadstick']
P03_118_47,put breadsticks in tupperware,5,"[226, 23]",put-in,"['breadstick', 'tupperware']"
P03_118_48,pick up bread sticks,0,[226],pick-up,['stick:bread']
P03_118_49,put bread stick in tupperware,5,"[226, 23]",put-in,"['stick:bread', 'tupperware']"
P03_118_5,pour crumbs into bin,9,"[54, 36]",pour-into,"['crumb', 'bin']"
P03_118_50,pick up bread stick,0,[226],pick-up,['stick:bread']
P03_118_52,put crisps in cupboard,5,"[229, 3]",put-in,"['crisp', 'cupboard']"
P03_118_54,pick up bread stick from floor,0,"[226, 159]",pick-up,"['stick:bread', 'floor']"
P03_118_55,put bread stick in bin,5,"[226, 36]",put-in,"['stick:bread', 'bin']"
P03_118_6,pick up sandwich,0,[164],pick-up,['sandwich']
P03_118_9,put down sandwiches,1,[164],put-down,['sandwich']
P03_119_10,take out tray from cupboard,12,"[35, 3]",take-out,"['tray', 'cupboard']"
P03_119_100,open tongs,3,[142],open,['tongs']
P03_119_101,wash tongs,2,[142],wash,['tongs']
P03_119_102,put tongs on drying rack,1,"[142, 110]",put-on,"['tongs', 'rack:drying']"
P03_119_103,pick up bread knife,0,[4],pick-up,['knife:bread']
P03_119_104,wash bread knife,2,[4],wash,['knife:bread']
P03_119_105,put bread knife on drying rack,1,"[4, 110]",put-on,"['knife:bread', 'rack:drying']"
P03_119_108,put scissors in drying up rack,5,"[79, 110]",put-in,"['scissors', 'rack']"
P03_119_109,pick up chefs knife,0,[4],pick-up,['knife:chef']
P03_119_110,wash chefs knife,2,[4],wash,['knife:chef']
P03_119_111,put chefs knife in drying rack,5,"[4, 110]",put-in,"['knife:chef', 'rack:drying']"
P03_119_114,put spatula on drying rack,1,"[20, 110]",put-on,"['spatula', 'rack:drying']"
P03_119_116,wash tupperware lid,2,[6],wash,['lid:tupperware']
P03_119_118,put tupperware lid on drying rack,1,"[6, 110]",put-on,"['lid:tupperware', 'rack:drying']"
P03_119_119,move tupperware lid,11,[6],move,['lid:tupperware']
P03_119_12,put tray on counter,1,"[35, 42]",put-on,"['tray', 'counter']"
P03_119_127,take tea towel from rack,0,"[52, 110]",take-from,"['towel:tea', 'rack']"
P03_119_129,put cutting board on counter,1,"[18, 42]",put-on,"['board:cutting', 'counter']"
P03_119_13,pick up clip top jars,0,[40],pick-up,['clip:top:jar']
P03_119_130,put tea towel on rack,1,"[52, 110]",put-on,"['towel:tea', 'rack']"
P03_119_131,pick up clip top jar,0,[40],pick-up,['jar:clip:top']
P03_119_132,open clip top jar,3,[40],open,['jar:clip:top']
P03_119_134,wash clip top jar,2,[40],wash,['jar:clip:top']
P03_119_141,rinse clip top jar,2,[40],rinse,['jar:clip:top']
P03_119_142,put clip top jar on baking tray,1,"[40, 35]",put-on,"['clip:top:jar', 'tray:baking']"
P03_119_147,rinse clip top jar under tap,2,"[40, 0]",rinse,"['clip:top:jar', 'tap']"
P03_119_148,remove seal from clip top jar,12,"[6, 40]",remove-from,"['seal', 'clip:top:jar']"
P03_119_149,wash seal of clip top jar,2,[6],wash,['seal:clip:top:jar']
P03_119_15,put clip top jars down on counter,1,"[40, 42]",put-down,"['clip:top:jar', 'counter']"
P03_119_150,rinse seal of clip top jar,2,[6],rinse,['seal:clip:top:jar']
P03_119_151,put seal of clip top jar down on counter,1,"[6, 42]",put-down,"['seal:clip:top:jar', 'counter']"
P03_119_153,put clip top jar down on baking tray,1,"[40, 35]",put-down,"['jar:clip:top', 'tray:baking']"
P03_119_159,remove seal of clip top jar,12,[6],remove,['seal:clip:top:jar']
P03_119_161,pour out clip top jar,9,[40],pour-out,['clip:top:jar']
P03_119_166,put clip top jar down,1,[40],put-down,['jar:clip:top']
P03_119_168,pick up clip top jar seal,0,[129],pick-up,['clip']
P03_119_169,wash clip top jar seal,2,[129],wash,['clip']
P03_119_171,rinse clip top jar seal,2,[129],rinse,['clip']
P03_119_173,put down clip top jar seal,1,[129],put-down,['clip']
P03_119_174,pick up baking tray,0,[35],pick-up,['tray:baking']
P03_119_176,put baking tray into oven,5,"[35, 46]",put-into,"['tray:baking', 'oven']"
P03_119_202,put fork in drying up rack,5,"[14, 110]",put-in,"['fork', 'rack']"
P03_119_204,wipe down sink,2,[63],wipe-down,['sink']
P03_119_205,wipe down washing up bowl,2,[7],wipe-down,['bowl:washing:up']
P03_119_23,put cutlery in washing up bowl,5,"[58, 7]",put-in,"['cutlery', 'bowl:washing:up']"
P03_119_24,put fork in washing up bowl,5,"[14, 7]",put-in,"['fork', 'bowl:washing:up']"
P03_119_25,pull up sleeves,31,[73],pull-up,['sleeve']
P03_119_26,pick up tongs and scissors,0,"[142, 79]",pick-up,"['tongs', 'scissors']"
P03_119_28,put down tongs and scissors,1,"[142, 79]",put-down,"['tongs', 'scissors']"
P03_119_3,squeeze washing up liquid into washing up bowl,18,"[22, 7]",squeeze,"['liquid:washing:up', 'bowl:washing:up']"
P03_119_4,put washing up liquid back on shelf,1,[247],put,['shelf']
P03_119_41,throw sponge in bin,13,"[9, 36]",throw-in,"['sponge', 'bin']"
P03_119_43,pick up sponges from drawer,0,"[9, 8]",pick-up,"['sponge', 'drawer']"
P03_119_44,tear off sponge,43,[9],tear-off,['sponge']
P03_119_45,put sponges back in drawer,5,"[9, 8]",put-in,"['sponge', 'drawer']"
P03_119_50,wipe drying up rack,2,[110],wipe,['rack']
P03_119_51,put glass in drying up rack,5,"[10, 110]",put-in,"['glass', 'rack']"
P03_119_55,put plate in drying up rack,5,"[2, 110]",put-in,"['plate', 'rack']"
P03_119_66,tip contents of plate into bin,9,"[2, 36]",tip-into,"['content:plate', 'bin']"
P03_119_76,wipe down side,2,[42],wipe-down,['side']
P03_119_79,put saucepan in drying up rack,5,"[5, 110]",put-in,"['saucepan', 'rack']"
P03_119_84,put saucepan lid in drying up rack,5,"[6, 110]",put-in,"['lid:saucepan', 'rack']"
P03_119_85,pick up frying pan,0,[5],pick-up,['pan:frying']
P03_119_86,wash frying pan,2,[5],wash,['pan:frying']
P03_119_92,put frying pan in drying rack,5,"[5, 110]",put-in,"['pan:frying', 'rack:drying']"
P03_11_1,grab tongs,0,[142],grab,['tongs']
P03_11_12,spread more butter,27,[78],spread,['butter:more']
P03_11_3,remove pancake,12,[184],remove,['pancake']
P03_11_4,place pancake,1,[184],place,['pancake']
P03_11_7,flip tongs,22,[142],flip,['tongs']
P03_120_0,flip through book,22,[140],flip-through,['book']
P03_120_1,bend back book,95,[140],bend,['book']
P03_120_100,pick up slices of butter,0,[78],pick-up,['slice:butter']
P03_120_101,break apart slices of butter into large bowl,30,"[78, 7]",break-apart,"['slice:butter', 'bowl:large']"
P03_120_104,pump soap onto hand,27,"[22, 11]",pump-onto,"['soap', 'hand']"
P03_120_108,move lemon onto cutting board,11,"[105, 18]",move-onto,"['lemon', 'board:cutting']"
P03_120_11,take out blueberries,12,[178],take-out,['blueberry']
P03_120_110,roll lemon on cutting board,47,"[105, 18]",roll-on,"['lemon', 'board:cutting']"
P03_120_111,move lemon on cutting board,11,"[105, 18]",move-on,"['lemon', 'board:cutting']"
P03_120_113,take grater from cupboard,0,[96],take-from,['grater']
P03_120_117,take bowl from cupboard,0,"[7, 3]",take-from,"['bowl', 'cupboard']"
P03_120_119,move book,11,[140],move,['book']
P03_120_12,put blueberries,1,[178],put,['blueberry']
P03_120_123,put grater in bowl,5,"[96, 7]",put-in,"['grater', 'bowl']"
